audio_path,text_path,sex,duration
./audio/447_1709011939_16988_371.88_376.92.wav,./transcription/447_1709011939_16988_371.88_376.92.txt,male,5.0400000000000205
./audio/447_1810221351_22994_56.66_57.71.wav,./transcription/447_1810221351_22994_56.66_57.71.txt,male,1.0500000000000045
./audio/447_1711162014_17384_806.04_809.18.wav,./transcription/447_1711162014_17384_806.04_809.18.txt,male,3.1399999999999864
./audio/447_1711171151_23819_347.16_349.66.wav,./transcription/447_1711171151_23819_347.16_349.66.txt,male,2.5
./audio/447_1810221419_57894_113.52_121.42001.wav,./transcription/447_1810221419_57894_113.52_121.42001.txt,female,7.900010000000009
./audio/447_1707191853_85012_987.0_992.38.wav,./transcription/447_1707191853_85012_987.0_992.38.txt,female,5.379999999999996
./audio/447_1711162014_72548_1057.08_1058.72.wav,./transcription/447_1711162014_72548_1057.08_1058.72.txt,male,1.6400000000001
./audio/447_1705221219_14999_995.64_1008.71.wav,./transcription/447_1705221219_14999_995.64_1008.71.txt,female,13.07000000000005
./audio/447_1803291603_30135_778.58_781.69.wav,./transcription/447_1803291603_30135_778.58_781.69.txt,female,3.1100000000000136
./audio/447_1807161528_63322_1207.94_1211.16.wav,./transcription/447_1807161528_63322_1207.94_1211.16.txt,female,3.2200000000000277
./audio/447_1709011939_71411_263.06_266.98.wav,./transcription/447_1709011939_71411_263.06_266.98.txt,male,3.920000000000016
./audio/447_1810221419_20429_236.34_237.76.wav,./transcription/447_1810221419_20429_236.34_237.76.txt,female,1.4199999999999875
./audio/447_1810221419_26579_418.5_421.66.wav,./transcription/447_1810221419_26579_418.5_421.66.txt,female,3.160000000000025
./audio/447_2012211624_71739_1251.0_1251.57.wav,./transcription/447_2012211624_71739_1251.0_1251.57.txt,male,0.5699999999999363
./audio/447_1804051710_95350_386.6_387.4.wav,./transcription/447_1804051710_95350_386.6_387.4.txt,male,0.7999999999999545
./audio/447_1810221419_69003_1355.96_1359.02.wav,./transcription/447_1810221419_69003_1355.96_1359.02.txt,female,3.059999999999945
./audio/447_1707191853_85012_302.24_304.22.wav,./transcription/447_1707191853_85012_302.24_304.22.txt,female,1.9800000000000184
./audio/447_1804261529_23168_473.6_477.3.wav,./transcription/447_1804261529_23168_473.6_477.3.txt,female,3.6999999999999886
./audio/447_1707101455_52606_150.98_155.08.wav,./transcription/447_1707101455_52606_150.98_155.08.txt,male,4.100000000000023
./audio/447_1706211107_43291_459.94_464.06005.wav,./transcription/447_1706211107_43291_459.94_464.06005.txt,female,4.120049999999992
./audio/447_1708031642_77645_1245.22_1246.66.wav,./transcription/447_1708031642_77645_1245.22_1246.66.txt,female,1.4400000000000546
./audio/447_1711162014_14964_38.29_39.72.wav,./transcription/447_1711162014_14964_38.29_39.72.txt,male,1.4299999999999995
./audio/447_1810221419_16686_718.6_720.5.wav,./transcription/447_1810221419_16686_718.6_720.5.txt,female,1.8999999999999773
