audio_path,text_path,sex,duration
./audio/447_1709011939_16988_371.88_376.92.wav,./transcription/447_1709011939_16988_371.88_376.92.txt,male,5.0400000000000205
./audio/447_1711162014_17384_806.04_809.18.wav,./transcription/447_1711162014_17384_806.04_809.18.txt,male,3.1399999999999864
./audio/447_1711171151_23819_347.16_349.66.wav,./transcription/447_1711171151_23819_347.16_349.66.txt,male,2.5
./audio/447_1810221419_57894_113.52_121.42001.wav,./transcription/447_1810221419_57894_113.52_121.42001.txt,female,7.900010000000009
./audio/447_1707191853_85012_987.0_992.38.wav,./transcription/447_1707191853_85012_987.0_992.38.txt,female,5.379999999999996
./audio/447_1705221219_14999_995.64_1008.71.wav,./transcription/447_1705221219_14999_995.64_1008.71.txt,female,13.07000000000005
./audio/447_1803291603_30135_778.58_781.69.wav,./transcription/447_1803291603_30135_778.58_781.69.txt,female,3.1100000000000136
./audio/447_1807161528_63322_1207.94_1211.16.wav,./transcription/447_1807161528_63322_1207.94_1211.16.txt,female,3.2200000000000277
./audio/447_1709011939_71411_263.06_266.98.wav,./transcription/447_1709011939_71411_263.06_266.98.txt,male,3.920000000000016
./audio/447_1810221419_26579_418.5_421.66.wav,./transcription/447_1810221419_26579_418.5_421.66.txt,female,3.160000000000025
./audio/447_1810221419_69003_1355.96_1359.02.wav,./transcription/447_1810221419_69003_1355.96_1359.02.txt,female,3.059999999999945
./audio/447_1804261529_23168_473.6_477.3.wav,./transcription/447_1804261529_23168_473.6_477.3.txt,female,3.6999999999999886
./audio/447_1707101455_52606_150.98_155.08.wav,./transcription/447_1707101455_52606_150.98_155.08.txt,male,4.100000000000023
./audio/447_1706211107_43291_459.94_464.06005.wav,./transcription/447_1706211107_43291_459.94_464.06005.txt,female,4.120049999999992
./audio/447_1707101820_91828_1360.56_1365.62.wav,./transcription/447_1707101820_91828_1360.56_1365.62.txt,female,5.059999999999945
./audio/447_1803291538_77774_395.74_397.98.wav,./transcription/447_1803291538_77774_395.74_397.98.txt,female,2.240000000000009
./audio/447_1705221225_37854_1553.62_1557.62.wav,./transcription/447_1705221225_37854_1553.62_1557.62.txt,female,4.0
./audio/447_1807161528_78164_380.3_382.92.wav,./transcription/447_1807161528_78164_380.3_382.92.txt,female,2.6200000000000045
./audio/447_2012211629_64656_2428.62_2432.13.wav,./transcription/447_2012211629_64656_2428.62_2432.13.txt,male,3.5100000000002183
./audio/447_2105311720_52301_2365.53_2371.48.wav,./transcription/447_2105311720_52301_2365.53_2371.48.txt,male,5.949999999999818
./audio/447_1803291550_57565_289.6_293.6.wav,./transcription/447_1803291550_57565_289.6_293.6.txt,female,4.0
./audio/447_1711162014_41427_920.38_922.93.wav,./transcription/447_1711162014_41427_920.38_922.93.txt,male,2.5499999999999545
./audio/447_1711162014_37422_1070.72_1075.86.wav,./transcription/447_1711162014_37422_1070.72_1075.86.txt,male,5.139999999999873
./audio/447_1709011939_87801_50.52_52.98.wav,./transcription/447_1709011939_87801_50.52_52.98.txt,male,2.4599999999999937
./audio/447_1804261541_61982_696.62_702.29001.wav,./transcription/447_1804261541_61982_696.62_702.29001.txt,female,5.670010000000048
./audio/447_1810221419_49122_1341.14_1343.48.wav,./transcription/447_1810221419_49122_1341.14_1343.48.txt,female,2.339999999999918
./audio/447_2103081352_52702_1695.78_1699.88.wav,./transcription/447_2103081352_52702_1695.78_1699.88.txt,male,4.100000000000136
./audio/447_1810221419_49122_847.51999_851.42001.wav,./transcription/447_1810221419_49122_847.51999_851.42001.txt,female,3.900020000000041
./audio/447_2105311709_71771_3887.12_3890.8.wav,./transcription/447_2105311709_71771_3887.12_3890.8.txt,male,3.680000000000291
./audio/447_1807161528_77313_1184.68_1189.88.wav,./transcription/447_1807161528_77313_1184.68_1189.88.txt,female,5.2000000000000455
./audio/447_1709011939_39423_918.15_923.2.wav,./transcription/447_1709011939_39423_918.15_923.2.txt,male,5.050000000000068
./audio/447_1707101455_44005_726.6_729.26.wav,./transcription/447_1707101455_44005_726.6_729.26.txt,male,2.659999999999968
./audio/447_1707311248_28904_338.93_341.16.wav,./transcription/447_1707311248_28904_338.93_341.16.txt,female,2.230000000000018
./audio/447_1711171043_45483_89.68_93.24.wav,./transcription/447_1711171043_45483_89.68_93.24.txt,male,3.559999999999988
./audio/447_1804261541_33391_1044.42_1048.47.wav,./transcription/447_1804261541_33391_1044.42_1048.47.txt,female,4.0499999999999545
./audio/447_1709172210_26147_128.88_133.9.wav,./transcription/447_1709172210_26147_128.88_133.9.txt,male,5.02000000000001
./audio/447_1707101820_38682_306.4_311.1.wav,./transcription/447_1707101820_38682_306.4_311.1.txt,female,4.7000000000000455
./audio/447_1707101820_91828_1191.37001_1198.6.wav,./transcription/447_1707101820_91828_1191.37001_1198.6.txt,female,7.229989999999816
./audio/447_1803291554_76585_670.12_673.96.wav,./transcription/447_1803291554_76585_670.12_673.96.txt,female,3.840000000000032
./audio/447_1807161528_28655_458.44_463.16.wav,./transcription/447_1807161528_28655_458.44_463.16.txt,female,4.720000000000027
./audio/447_1707191853_85994_1357.85_1361.95.wav,./transcription/447_1707191853_85994_1357.85_1361.95.txt,female,4.100000000000136
./audio/447_2105311716_39639_3431.7_3434.78.wav,./transcription/447_2105311716_39639_3431.7_3434.78.txt,male,3.080000000000382
./audio/447_1709011939_86144_166.08_168.48.wav,./transcription/447_1709011939_86144_166.08_168.48.txt,male,2.3999999999999773
./audio/447_2105311720_52301_1398.54_1402.34.wav,./transcription/447_2105311720_52301_1398.54_1402.34.txt,male,3.7999999999999545
./audio/447_2105311716_39639_3167.62_3169.84.wav,./transcription/447_2105311716_39639_3167.62_3169.84.txt,male,2.2200000000002547
./audio/447_1810221351_34789_1042.14_1044.66.wav,./transcription/447_1810221351_34789_1042.14_1044.66.txt,male,2.519999999999982
./audio/447_2012211629_64656_1649.67_1652.04.wav,./transcription/447_2012211629_64656_1649.67_1652.04.txt,male,2.369999999999891
./audio/447_1711162123_89160_1030.46_1039.46.wav,./transcription/447_1711162123_89160_1030.46_1039.46.txt,male,9.0
./audio/447_2102251812_16686_1882.03_1885.32.wav,./transcription/447_2102251812_16686_1882.03_1885.32.txt,male,3.289999999999964
./audio/447_1711171056_64919_357.6_362.63.wav,./transcription/447_1711171056_64919_357.6_362.63.txt,male,5.029999999999973
./audio/447_1810221517_23109_659.14_661.34.wav,./transcription/447_1810221517_23109_659.14_661.34.txt,female,2.200000000000045
./audio/447_2105311716_39639_2367.16_2369.96.wav,./transcription/447_2105311716_39639_2367.16_2369.96.txt,male,2.800000000000182
./audio/447_1807161612_45470_45.79_48.98001.wav,./transcription/447_1807161612_45470_45.79_48.98001.txt,female,3.190010000000001
./audio/447_1711171140_73723_445.9_448.32.wav,./transcription/447_1711171140_73723_445.9_448.32.txt,male,2.420000000000016
./audio/447_1706211107_54141_215.35_217.71.wav,./transcription/447_1706211107_54141_215.35_217.71.txt,female,2.3600000000000136
./audio/447_1803291534_76837_815.24_817.54.wav,./transcription/447_1803291534_76837_815.24_817.54.txt,female,2.2999999999999545
./audio/447_1707101820_25286_1599.1_1605.61006.wav,./transcription/447_1707101820_25286_1599.1_1605.61006.txt,female,6.510060000000067
./audio/447_1709011939_39423_360.28_363.12.wav,./transcription/447_1709011939_39423_360.28_363.12.txt,male,2.840000000000032
./audio/447_1705221225_37854_662.48_664.52.wav,./transcription/447_1705221225_37854_662.48_664.52.txt,female,2.039999999999964
./audio/447_1711171056_64919_228.82_231.27.wav,./transcription/447_1711171056_64919_228.82_231.27.txt,male,2.450000000000017
./audio/447_1705221219_35231_1539.64_1542.24.wav,./transcription/447_1705221219_35231_1539.64_1542.24.txt,female,2.599999999999909
./audio/447_1804161617_80977_778.64_780.83.wav,./transcription/447_1804161617_80977_778.64_780.83.txt,female,2.1900000000000546
./audio/447_1711171203_68069_237.76_241.14.wav,./transcription/447_1711171203_68069_237.76_241.14.txt,male,3.3799999999999955
./audio/447_1803291603_30135_387.38_391.8.wav,./transcription/447_1803291603_30135_387.38_391.8.txt,female,4.420000000000016
./audio/447_1810221419_54341_128.36_130.99.wav,./transcription/447_1810221419_54341_128.36_130.99.txt,female,2.6299999999999955
./audio/447_2012211629_64656_2372.58_2375.18.wav,./transcription/447_2012211629_64656_2372.58_2375.18.txt,male,2.599999999999909
./audio/447_2105311709_71771_1335.64_1341.14.wav,./transcription/447_2105311709_71771_1335.64_1341.14.txt,male,5.5
./audio/447_1707101820_38682_664.08_667.96.wav,./transcription/447_1707101820_38682_664.08_667.96.txt,female,3.879999999999996
./audio/447_1804051934_88197_525.42_527.89.wav,./transcription/447_1804051934_88197_525.42_527.89.txt,male,2.4700000000000277
./audio/447_1803291534_76837_571.9_575.48.wav,./transcription/447_1803291534_76837_571.9_575.48.txt,female,3.580000000000041
./audio/447_1709172219_73898_171.36_174.34.wav,./transcription/447_1709172219_73898_171.36_174.34.txt,male,2.9799999999999898
./audio/447_1705221225_37854_373.04_376.27.wav,./transcription/447_1705221225_37854_373.04_376.27.txt,female,3.2299999999999613
./audio/447_1810221419_20429_645.9_648.92.wav,./transcription/447_1810221419_20429_645.9_648.92.txt,female,3.019999999999982
./audio/447_1707171718_21090_195.76_200.7.wav,./transcription/447_1707171718_21090_195.76_200.7.txt,male,4.939999999999998
./audio/447_2101141117_97282_499.7_504.4499.wav,./transcription/447_2101141117_97282_499.7_504.4499.txt,male,4.749900000000025
./audio/447_2105311709_71771_244.16_247.41.wav,./transcription/447_2105311709_71771_244.16_247.41.txt,male,3.25
./audio/447_1804051934_60215_79.5_82.22.wav,./transcription/447_1804051934_60215_79.5_82.22.txt,male,2.719999999999999
./audio/447_1707171718_58663_547.01999_549.36.wav,./transcription/447_1707171718_58663_547.01999_549.36.txt,male,2.3400100000000066
./audio/447_1804041046_51502_813.08_817.24001.wav,./transcription/447_1804041046_51502_813.08_817.24001.txt,female,4.160009999999943
./audio/447_1810221419_55531_1083.06_1085.22.wav,./transcription/447_1810221419_55531_1083.06_1085.22.txt,female,2.160000000000082
./audio/447_1706021202_54939_410.56_421.16.wav,./transcription/447_1706021202_54939_410.56_421.16.txt,female,10.600000000000025
./audio/447_1804041046_27810_694.11_697.55004.wav,./transcription/447_1804041046_27810_694.11_697.55004.txt,female,3.4400399999999536
./audio/447_1708031642_63466_773.3_776.62.wav,./transcription/447_1708031642_63466_773.3_776.62.txt,female,3.32000000000005
